mfcc_Hindia-Kami Khawatir Kawan_0,mfcc_Hindia-Kami Khawatir Kawan_1,mfcc_Hindia-Kami Khawatir Kawan_2,mfcc_Hindia-Kami Khawatir Kawan_3,mfcc_Hindia-Kami Khawatir Kawan_4,mfcc_Hindia-Kami Khawatir Kawan_5,mfcc_Hindia-Kami Khawatir Kawan_6,mfcc_Hindia-Kami Khawatir Kawan_7,mfcc_Hindia-Kami Khawatir Kawan_8,mfcc_Hindia-Kami Khawatir Kawan_9,mfcc_Hindia-Kami Khawatir Kawan_10,mfcc_Hindia-Kami Khawatir Kawan_11,mfcc_Hindia-Kami Khawatir Kawan_12,mfcc_Hindia-Kami Khawatir Kawan_13,mfcc_Hindia-Kami Khawatir Kawan_14,mfcc_Hindia-Kami Khawatir Kawan_15,mfcc_Hindia-Kami Khawatir Kawan_16,mfcc_Hindia-Kami Khawatir Kawan_17,mfcc_Hindia-Kami Khawatir Kawan_18,mfcc_Hindia-Kami Khawatir Kawan_19,mfcc_Hindia-Kami Khawatir Kawan_20,mfcc_Hindia-Kami Khawatir Kawan_21,mfcc_Hindia-Kami Khawatir Kawan_22,mfcc_Hindia-Kami Khawatir Kawan_23,mfcc_Hindia-Kami Khawatir Kawan_24,mfcc_Hindia-Kami Khawatir Kawan_25,mfcc_Hindia-Kami Khawatir Kawan_26,mfcc_Hindia-Kami Khawatir Kawan_27,mfcc_Hindia-Kami Khawatir Kawan_28,mfcc_Hindia-Kami Khawatir Kawan_29,mfcc_Hindia-Kami Khawatir Kawan_30,mfcc_Hindia-Kami Khawatir Kawan_31,mfcc_Hindia-Kami Khawatir Kawan_32,mfcc_Hindia-Kami Khawatir Kawan_33,mfcc_Hindia-Kami Khawatir Kawan_34,mfcc_Hindia-Kami Khawatir Kawan_35,mfcc_Hindia-Kami Khawatir Kawan_36,mfcc_Hindia-Kami Khawatir Kawan_37,mfcc_Hindia-Kami Khawatir Kawan_38,mfcc_Hindia-Kami Khawatir Kawan_39,mfcc_Hindia-Kami Khawatir Kawan_40,mfcc_Hindia-Kami Khawatir Kawan_41,mfcc_Hindia-Kami Khawatir Kawan_42,mfcc_Hindia-Kami Khawatir Kawan_43,mfcc_Hindia-Kami Khawatir Kawan_44,mfcc_Hindia-Kami Khawatir Kawan_45,mfcc_Hindia-Kami Khawatir Kawan_46,mfcc_Hindia-Kami Khawatir Kawan_47,mfcc_Hindia-Kami Khawatir Kawan_48,mfcc_Hindia-Kami Khawatir Kawan_49,mfcc_Hindia-Kami Khawatir Kawan_50,mfcc_Hindia-Kami Khawatir Kawan_51,mfcc_Hindia-Kami Khawatir Kawan_52,mfcc_Hindia-Kami Khawatir Kawan_53,mfcc_Hindia-Kami Khawatir Kawan_54,mfcc_Hindia-Kami Khawatir Kawan_55,mfcc_Hindia-Kami Khawatir Kawan_56,mfcc_Hindia-Kami Khawatir Kawan_57,mfcc_Hindia-Kami Khawatir Kawan_58,mfcc_Hindia-Kami Khawatir Kawan_59,mfcc_Hindia-Kami Khawatir Kawan_60,mfcc_Hindia-Kami Khawatir Kawan_61,mfcc_Hindia-Kami Khawatir Kawan_62,mfcc_Hindia-Kami Khawatir Kawan_63,mfcc_Hindia-Kami Khawatir Kawan_64,mfcc_Hindia-Kami Khawatir Kawan_65,mfcc_Hindia-Kami Khawatir Kawan_66,mfcc_Hindia-Kami Khawatir Kawan_67
0.52878195,0.27151853,0.45105076,0.24431866,0.32005197,0.29372913,0.47445536,0.23755598,0.20281665,0.20859845,0.36207497,0.25277737,0.3214614,0.20972742,0.3029715,0.25785717,0.25328484,0.19447191,0.51672673,0.23200127,0.277362,0.2873366,0.6367614,0.24124639,0.27435464,0.29850072,0.4728129,0.28527617,0.3059067,0.29351395,0.47951174,0.500731,0.53308403,0.2111589,0.40553454,0.18529074,0.26086,0.21749192,0.3303431,0.2574378,0.27016053,0.2746834,0.29041222,0.32325736,0.2557904,0.23929031,0.39952877,0.21077883,0.2701724,0.21215297,0.46809232,0.22477385,0.25203568,0.26264027,0.24240692,0.21418002,0.20978078,0.25208092,0.17791003,0.27582383,0.23910294,0.29724273,0.45028123,0.48124066,0.32261193,0.48190373,0.90087616,1.0
0.53860295,0.30849174,0.53537536,0.23783278,0.33971444,0.30788702,0.53651726,0.23661977,0.2007952,0.3061416,0.4013312,0.2888317,0.38188073,0.2795187,0.40855613,0.3153277,0.3161266,0.24106501,0.49615318,0.25000748,0.29416007,0.29096994,0.63018495,0.2426333,0.31251436,0.29039094,0.4449334,0.2956978,0.31895387,0.30345264,0.60715646,0.49624637,0.6246878,0.28442478,0.45482737,0.26099226,0.32477286,0.31047624,0.36594805,0.29799083,0.32970995,0.29660094,0.32016462,0.3759706,0.3230011,0.33190304,0.45213124,0.2795302,0.27567896,0.23575956,0.4694258,0.23482597,0.30817276,0.28923416,0.28605542,0.25788373,0.2585906,0.29621178,0.2560224,0.3231375,0.30074716,0.3521067,0.455932,0.4670453,0.3198017,0.477862,0.91474414,1.0
0.5667512,0.28131014,0.43535694,0.21548107,0.3372389,0.2671994,0.44893563,0.20703472,0.16324574,0.19199395,0.3370069,0.2112203,0.2811091,0.17348325,0.34740037,0.23486255,0.19933549,0.20308672,0.4926476,0.21418747,0.3019333,0.2636957,0.62609094,0.21368791,0.30063507,0.2635891,0.42623582,0.31767526,0.32499117,0.26951665,0.52662694,0.47017047,0.5334715,0.23332496,0.3586773,0.1700468,0.19224966,0.20275947,0.23187152,0.21038532,0.22170275,0.1928463,0.23342092,0.2837648,0.25901306,0.22691602,0.39835203,0.20833768,0.27283102,0.23532367,0.4177822,0.21551313,0.28572467,0.27059898,0.23261367,0.17028652,0.21630104,0.22314994,0.20272417,0.2565055,0.21249034,0.23693734,0.44672826,0.43284202,0.28314516,0.48631656,0.89661443,1.0
0.5770643,0.2966703,0.48670053,0.2473988,0.33357903,0.29115313,0.44861823,0.23903324,0.19868463,0.2580108,0.39916223,0.3068626,0.34426033,0.26809868,0.42062065,0.3121019,0.27490604,0.23128128,0.4982367,0.23506117,0.30292007,0.28668553,0.64233285,0.25471523,0.30649632,0.29415414,0.45033512,0.29320624,0.31393155,0.3009508,0.58161145,0.50285864,0.5876687,0.301263,0.4008469,0.27231514,0.23694538,0.2957122,0.2834462,0.3123432,0.33488938,0.27178258,0.29502037,0.3143918,0.36190286,0.3046729,0.4750786,0.29772168,0.24917486,0.20322804,0.44228193,0.23395647,0.28533116,0.2836954,0.28800097,0.23696369,0.26695126,0.31219697,0.22673419,0.28469068,0.29720312,0.3271052,0.45095617,0.47626388,0.31559202,0.47945547,0.92548215,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042911075,0.16153735,0.058162063,0.17635554,0.0,0.19901884,0.20193908,0.18721321,0.17892054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16345504,0.09695639,0.18622285,0.0,0.23094231,0.13621764,0.20498452,0.12871677,0.0003283918,0.20955645,0.092861086,0.0,0.2121039,0.037537813,0.11954871,0.0,0.0,0.0,0.0,0.0,0.0,0.16977337,0.021926388,0.0,0.0,0.056588665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.9999999,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0000001,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0000001,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,0.99999994,1.0
0.71785057,0.21532503,0.0112297535,0.23480059,0.44879064,0.26707363,0.3364508,0.2434308,0.0,0.0,0.0,0.0,0.17241971,0.0,0.0,0.0,0.0,0.059353217,0.48885566,0.16830958,0.33904898,0.26628494,0.7673586,0.21787024,0.32491717,0.24014746,0.36151844,0.2582501,0.35557413,0.21905246,0.2785048,0.39592785,0.42155612,0.0,0.0,0.0,0.11172204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026618,0.0,0.0,0.0,0.26900527,0.11175746,0.4684736,0.18694243,0.2016809,0.18545356,0.0,0.0,0.07879241,0.11311041,0.0,0.11317134,0.18957546,0.12186636,0.38576052,0.36319065,0.18933554,0.4215118,0.8915377,1.0
0.58578724,0.47804457,0.96517766,0.45449176,0.42632127,0.4821176,0.62515414,0.4534751,0.55909336,0.6084461,0.8143696,0.6172874,0.6676586,0.5695777,0.773387,0.59235525,0.66735363,0.46343708,0.60275793,0.45160833,0.42943946,0.47249383,0.72718847,0.44370192,0.45584223,0.44548735,0.5826191,0.4568035,0.4032387,0.46183515,0.93042445,0.6111386,0.9587834,0.56108147,0.8051693,0.57464194,0.58931065,0.60544205,0.72944236,0.55289817,0.667758,0.6304756,0.53911155,0.68366885,0.5776723,0.59358394,0.8773676,0.5815712,0.3807433,0.4559229,0.49312088,0.43650192,0.46935862,0.44554907,0.5849751,0.56162804,0.50696474,0.5121491,0.552225,0.5544298,0.60780257,0.61792135,0.51932913,0.5574524,0.44209668,0.5072095,0.95807415,1.0
0.5770879,0.29590708,0.5242181,0.33851427,0.49995968,0.36844105,0.43093544,0.33884835,0.023041919,0.22458604,0.19928208,0.20659523,0.24036545,0.18980932,0.3119975,0.2115639,0.12033412,0.118283175,0.53560776,0.27048245,0.4076255,0.37824148,0.735166,0.3360547,0.36452246,0.35346064,0.42072797,0.32468757,0.42579418,0.3467199,0.4528561,0.47971487,0.5149221,0.17958593,0.23052627,0.1637731,0.16354753,0.23649609,0.20542574,0.15046379,0.07687248,0.10347192,0.10783334,0.102622405,0.21530816,0.22581857,0.2703613,0.18739745,0.36535707,0.20146751,0.45795792,0.28592974,0.27540717,0.29163468,0.1990262,0.12137121,0.2063717,0.20317858,0.15677623,0.15160215,0.32070446,0.24463356,0.44415307,0.47445625,0.354676,0.51736104,0.8674502,1.0
0.55447716,0.3992763,0.6286123,0.36739975,0.46688676,0.39142194,0.5773587,0.35738054,0.37903136,0.44677526,0.4636142,0.46660572,0.44679806,0.3882884,0.6485807,0.47776312,0.40155482,0.37725174,0.51179326,0.3469155,0.4589444,0.3666776,0.6927628,0.3664626,0.4647543,0.35749075,0.5440676,0.45108533,0.4251692,0.36737886,0.7464237,0.7762759,0.7079674,0.4623077,0.51018596,0.40871036,0.38115364,0.4809336,0.46934077,0.4178142,0.4116096,0.37928933,0.42348316,0.4697511,0.40218607,0.47459584,0.54600483,0.43662575,0.36301318,0.35240465,0.49904782,0.3451264,0.47360668,0.38011,0.45425203,0.36223546,0.37455016,0.37808353,0.3704052,0.41237193,0.468549,0.4626224,0.47790506,0.47220817,0.35541964,0.47040674,0.9212689,1.0
0.52235293,0.3244504,0.47409675,0.3391112,0.47150072,0.36342728,0.43247777,0.3333907,0.09173731,0.3310612,0.20068353,0.2925691,0.31732696,0.26417086,0.42950922,0.30260825,0.26413527,0.19513303,0.54419076,0.26922327,0.36238998,0.35875127,0.6718414,0.33391705,0.3784329,0.3278014,0.45314997,0.38929966,0.42043787,0.3336072,0.53372395,0.6085906,0.56335723,0.26367658,0.3119138,0.22562896,0.25974748,0.34462154,0.30350295,0.24300355,0.19377759,0.17663953,0.21878023,0.22930802,0.29919535,0.324867,0.28819144,0.26402232,0.36901847,0.29676425,0.45861202,0.28224838,0.38259882,0.3121213,0.21708646,0.1638043,0.2533485,0.22804098,0.13467497,0.21651958,0.32604775,0.27839604,0.4438027,0.493079,0.3508323,0.50328153,0.87885183,1.0
0.51916003,0.3276857,0.44245565,0.3471017,0.4620478,0.37080607,0.47614038,0.3529256,0.21887791,0.3527222,0.28442377,0.36654204,0.3609293,0.30827093,0.4245377,0.37880605,0.36423534,0.22882865,0.49503216,0.29919147,0.35492378,0.38523927,0.66635334,0.35052398,0.36782053,0.35423684,0.38650024,0.29590282,0.39094397,0.34790033,0.62866205,0.49735364,0.65929437,0.32147706,0.3850653,0.29594362,0.24845883,0.36166713,0.349079,0.29861617,0.2729214,0.32786906,0.29381198,0.39776987,0.34928763,0.36436123,0.33225,0.32536575,0.34162858,0.2470435,0.45609045,0.2813783,0.30927873,0.30170205,0.37777418,0.33142546,0.28466797,0.2885569,0.27547505,0.28868958,0.3905297,0.31840506,0.5007379,0.46996957,0.33061448,0.4791869,0.9169465,1.0
0.5155446,0.37276995,0.6022555,0.35700455,0.43515694,0.37488356,0.53123176,0.3518491,0.17075533,0.35679987,0.25724992,0.30592704,0.3752152,0.32002938,0.3753467,0.32322252,0.30209562,0.23399138,0.5016051,0.32147852,0.40813616,0.3704301,0.6553788,0.3415321,0.39981613,0.3581841,0.47538978,0.41414297,0.39635864,0.35824245,0.55106324,0.5833842,0.5946342,0.27625564,0.36412907,0.2608809,0.29131654,0.36248147,0.346172,0.26728797,0.24894863,0.3132961,0.21263522,0.26882377,0.34224755,0.35981935,0.3103904,0.28573033,0.37326866,0.30340874,0.43981114,0.31907663,0.340542,0.33414707,0.28693333,0.20552689,0.28746298,0.26844248,0.20090377,0.26599136,0.36655557,0.31288934,0.4571178,0.47753575,0.38298914,0.49070758,0.898794,1.0
0.5059449,0.29409263,0.43269178,0.32706118,0.4395547,0.35302293,0.4714587,0.32983267,0.2098844,0.25929984,0.27772358,0.25977567,0.34188902,0.25766256,0.3418846,0.29529783,0.2848004,0.21756227,0.49698734,0.28852654,0.36485258,0.34754223,0.6556081,0.31674856,0.36164257,0.32547444,0.46890804,0.34746012,0.3789359,0.32744148,0.48791128,0.51092577,0.5282818,0.2416516,0.32862446,0.22811823,0.2731746,0.2793145,0.3582968,0.24683897,0.2373569,0.28445673,0.24956194,0.30393454,0.2898269,0.284258,0.3090036,0.2570786,0.33594024,0.24626921,0.460275,0.28455445,0.30622914,0.28197482,0.2682397,0.25755072,0.2650896,0.25289324,0.22631323,0.26509365,0.36096016,0.29090178,0.45196313,0.48149598,0.34384188,0.49088746,0.89802283,1.0
0.5211423,0.34940115,0.50593966,0.34024048,0.4510441,0.37779504,0.5208857,0.34966674,0.19859524,0.37073874,0.32108286,0.30082905,0.36628005,0.33160657,0.45517778,0.3544372,0.35512733,0.25916174,0.49309227,0.3157885,0.40191656,0.37161148,0.64870703,0.34440246,0.38968784,0.3379459,0.4433871,0.3382401,0.39658058,0.35306022,0.61496705,0.47116247,0.6287684,0.3095501,0.40351406,0.30093554,0.3027203,0.38394862,0.3830729,0.30962294,0.29541805,0.31466186,0.30517387,0.3414796,0.31764066,0.3717544,0.39974454,0.3125502,0.34107724,0.27220333,0.46875876,0.30536538,0.3522215,0.31435162,0.30248138,0.27330184,0.2978051,0.29338402,0.2682558,0.3043667,0.41878992,0.34765407,0.46019176,0.4817319,0.3181231,0.48469186,0.91805047,1.0
0.5501587,0.31370196,0.44328243,0.3049874,0.45705023,0.33247942,0.43648013,0.31198713,0.1696922,0.23894121,0.23365498,0.22636198,0.3251973,0.22573105,0.34484655,0.2706524,0.2181074,0.2124838,0.4956643,0.27021995,0.38287914,0.33297387,0.63816357,0.2993987,0.3855184,0.29956996,0.41411448,0.37082538,0.40036538,0.30938613,0.5038814,0.46829304,0.51901454,0.23098055,0.27032897,0.21785277,0.23632322,0.2620184,0.24902731,0.22242738,0.18399638,0.17650585,0.18571313,0.23867261,0.29440176,0.25456235,0.28853267,0.22518103,0.35582492,0.26629895,0.41246346,0.27362165,0.30171958,0.28427675,0.24399862,0.18044665,0.24627797,0.21771063,0.21031249,0.23514327,0.34613213,0.25461984,0.45033377,0.44382983,0.34713978,0.49757078,0.8926002,1.0
0.5599567,0.3247584,0.49989003,0.3331407,0.44370353,0.3504471,0.43420103,0.33143118,0.21854106,0.30746397,0.3496955,0.31476754,0.4124698,0.3153577,0.43016255,0.35014537,0.30745444,0.25716883,0.48626882,0.2782867,0.3853077,0.3536586,0.6473246,0.33470735,0.37398306,0.32985404,0.426196,0.35086292,0.38093066,0.331854,0.5954247,0.53150237,0.6107198,0.31531045,0.36879745,0.31205592,0.3083249,0.3535154,0.32466948,0.30229717,0.2961003,0.28553423,0.27477273,0.3318955,0.38552636,0.34325987,0.39144263,0.3014214,0.32341388,0.24724959,0.44193515,0.2922883,0.31730402,0.30268514,0.30162814,0.24117595,0.3044032,0.2991705,0.2510069,0.2906789,0.39912957,0.3200665,0.46611524,0.4809914,0.31423002,0.48094016,0.92218804,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1722543,0.12713979,0.23503694,0.0,0.20055437,0.26650628,0.20035627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15321335,0.17939767,0.23103479,0.0,0.23069194,0.21877848,0.2429562,0.0,0.0,0.3305226,0.0,0.0,0.21093187,0.12908448,0.113959715,0.0,0.0,0.0,0.0,0.0,0.0,0.114433646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9999999,1.0,0.9999999,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,0.99999994,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0000001,1.0,0.99999994,1.0,1.0,1.0
0.71419775,0.18915424,0.034826428,0.20737356,0.61652327,0.23984799,0.28100216,0.20087388,0.15703006,0.0,0.0,0.0,0.31084293,0.0,0.0,0.0,0.075088784,0.059626132,0.50703144,0.13274407,0.40720567,0.2147497,0.7951366,0.18916786,0.4468955,0.23855162,0.35583127,0.34701556,0.562477,0.23904468,0.26999503,0.43999854,0.43955088,0.0,0.0,0.0,0.2307029,0.0,0.0,0.0,0.11643423,0.12325701,0.0,0.109299555,0.2350449,0.0,0.0,0.0,0.36841473,0.12904587,0.48351213,0.21025653,0.2961384,0.18502074,0.0,0.06377378,0.12905473,0.12309827,0.06037116,0.11563021,0.32464224,0.12919629,0.42053998,0.35723025,0.22203946,0.43534046,0.88777405,1.0
0.5850443,0.50503194,0.9476588,0.5010981,0.5297951,0.5316739,0.54893833,0.4926893,0.58708394,0.59667945,0.8602879,0.63516116,0.7232269,0.5763919,0.76924855,0.5981947,0.62522554,0.47709313,0.60561913,0.4977142,0.5092188,0.5053844,0.7375494,0.5032936,0.55994284,0.51028824,0.5892403,0.594011,0.57506055,0.5222513,0.9135974,0.6515709,0.93661183,0.5644025,0.8385686,0.6068167,0.61395997,0.62164634,0.7399038,0.581825,0.62391526,0.702683,0.59127617,0.76219946,0.62412786,0.61212313,0.8720421,0.58645695,0.4423412,0.46150285,0.5040468,0.5032326,0.5414001,0.48787448,0.5965191,0.6189337,0.4989217,0.52807605,0.55323344,0.5710582,0.6489672,0.6213033,0.53480273,0.5649337,0.4416383,0.514252,0.9561555,1.0
0.57916415,0.3211222,0.5201806,0.36512184,0.59952533,0.3932369,0.38637426,0.35126424,0.2548802,0.21333984,0.23709422,0.24541707,0.41146028,0.17514071,0.3068131,0.2083769,0.11121954,0.14659286,0.5367084,0.29648846,0.46587154,0.38152125,0.7344364,0.3648788,0.4392494,0.39681482,0.44025064,0.4408368,0.55690306,0.38994613,0.4034543,0.49965918,0.46573782,0.18415159,0.26336983,0.18295586,0.29964298,0.24517414,0.20902565,0.18224132,0.11279251,0.17277808,0.11541085,0.23417613,0.34911796,0.21561019,0.27223468,0.1810091,0.46125722,0.24956475,0.4706948,0.34762692,0.38000864,0.32991922,0.17015718,0.19366723,0.23723035,0.21110228,0.17544253,0.19081457,0.40017962,0.26457754,0.47535884,0.48974818,0.3897596,0.5406334,0.86137325,1.0
0.5533665,0.44465634,0.631128,0.4103654,0.57974976,0.42926916,0.5323869,0.39311475,0.44608438,0.42390507,0.50873005,0.49324948,0.5618644,0.38186616,0.64584184,0.47688293,0.4358719,0.40678117,0.5157315,0.3859325,0.53420573,0.40118873,0.70070124,0.41112402,0.5201383,0.42232093,0.5422203,0.591855,0.5565725,0.4244197,0.73676765,0.78543293,0.71653616,0.4443564,0.56048226,0.4206051,0.4829543,0.4777146,0.4993965,0.42778498,0.45239276,0.4456094,0.46499366,0.5475558,0.48039293,0.47764984,0.5684171,0.44968182,0.41450506,0.37806827,0.50086266,0.39558482,0.5682911,0.42475837,0.47034505,0.44940886,0.38511553,0.38340545,0.40939763,0.4219749,0.51362735,0.493639,0.49364483,0.4834399,0.34356406,0.47943747,0.9204164,1.0
0.51871586,0.3634564,0.49086964,0.37653133,0.5364696,0.40271562,0.3355975,0.35469246,0.29298434,0.30866718,0.21493027,0.32543066,0.46332437,0.25404572,0.4193143,0.30576083,0.28017783,0.23478593,0.54556644,0.31705898,0.39679956,0.37562335,0.6823774,0.35689476,0.43064937,0.3949557,0.45953944,0.479104,0.5504609,0.3914068,0.49292117,0.6377722,0.54737437,0.26421392,0.35010317,0.23379351,0.36835724,0.35965797,0.31584364,0.25842905,0.22264627,0.21023703,0.24227157,0.29196504,0.41627246,0.34204364,0.32438985,0.27956134,0.43676698,0.32265666,0.4710928,0.34506822,0.5140531,0.3554069,0.21857606,0.21812406,0.27360827,0.21566477,0.20089196,0.21569628,0.41799712,0.27953997,0.46692625,0.4865606,0.3722947,0.51257926,0.8746521,1.0
0.51908165,0.36227572,0.49885783,0.37937778,0.5453485,0.40564337,0.36627445,0.36946282,0.2895034,0.34237918,0.29385504,0.3989292,0.47042477,0.30816936,0.43760464,0.37607068,0.38854387,0.28487468,0.50557166,0.35472545,0.38833156,0.39606538,0.67433965,0.37304905,0.40820265,0.41190416,0.40413854,0.34855634,0.507247,0.40368584,0.60292506,0.5163498,0.63808787,0.30876762,0.44191772,0.3081251,0.31074965,0.38756138,0.37803757,0.32385212,0.29291925,0.37313145,0.31696427,0.43804547,0.44178876,0.38195768,0.38511273,0.3220685,0.43855438,0.28497824,0.44415033,0.35067612,0.39420158,0.33233058,0.41258502,0.34916514,0.31103918,0.275526,0.31459898,0.30522898,0.47681823,0.3419618,0.521882,0.4592889,0.3434779,0.4923457,0.9124038,1.0
0.5184685,0.3798446,0.6034609,0.3672971,0.542675,0.39973345,0.463606,0.35048017,0.3025142,0.3371386,0.28801104,0.35025373,0.4964247,0.32226557,0.42699185,0.32286993,0.3104208,0.24993458,0.5134997,0.34366354,0.47374418,0.37062532,0.6623601,0.35344425,0.43786824,0.38946894,0.49101222,0.5153512,0.52476305,0.39136323,0.5280345,0.60304135,0.56355375,0.2743258,0.42762113,0.27880523,0.3321185,0.39071774,0.38626063,0.2941089,0.25151676,0.3685171,0.23898566,0.3514647,0.42957664,0.36906168,0.38346794,0.29278326,0.43831462,0.29794854,0.45464337,0.3565517,0.38691774,0.35905755,0.25777134,0.28554663,0.32260293,0.27417216,0.25966713,0.27307752,0.45327136,0.32118747,0.4847871,0.47400528,0.37752202,0.48664275,0.90099335,1.0
0.50607175,0.3112414,0.4682397,0.3339981,0.53081644,0.37549612,0.4079299,0.33378118,0.2927394,0.27101603,0.28381008,0.30445212,0.46574184,0.25951588,0.3793184,0.2889598,0.29294845,0.23431261,0.5027686,0.30566183,0.4280898,0.34589595,0.671121,0.33783102,0.43143746,0.36155346,0.4690319,0.47065294,0.52829766,0.36816567,0.50826645,0.5305008,0.5460088,0.25385702,0.36559698,0.24971098,0.36483046,0.28284308,0.3575991,0.26245806,0.29555002,0.37489924,0.27143747,0.35905433,0.39039382,0.2962792,0.34527987,0.24865381,0.41886258,0.26305327,0.47700202,0.32917017,0.40529153,0.31248796,0.29920435,0.29008254,0.3096401,0.27351102,0.26534495,0.26228985,0.4359342,0.2947239,0.4756389,0.48306164,0.36551458,0.50493175,0.897013,1.0
0.5189023,0.38903475,0.49884817,0.37864617,0.55394053,0.4101368,0.46808437,0.3942119,0.3115485,0.34741166,0.3501045,0.33841947,0.48682967,0.32897905,0.4819517,0.3351468,0.36020583,0.28034088,0.49228284,0.3701655,0.48312822,0.41168836,0.674627,0.3930086,0.4806731,0.41672376,0.45158476,0.39748824,0.54427856,0.42682284,0.5987339,0.5152385,0.6162753,0.30657044,0.43495035,0.31124157,0.40308952,0.39003056,0.39586484,0.31669796,0.31868482,0.37390321,0.3496045,0.38959962,0.42068714,0.36900932,0.430448,0.2927276,0.41561177,0.30460805,0.47411916,0.3680901,0.430584,0.36615238,0.29117715,0.3185417,0.32741994,0.300265,0.28636187,0.3100865,0.4841559,0.3505922,0.47630262,0.48935938,0.33081114,0.4950673,0.91830695,1.0
0.5505676,0.35615262,0.44035372,0.34889838,0.56328243,0.3731112,0.39463323,0.348003,0.2995503,0.231017,0.26758963,0.25679168,0.44591862,0.23338535,0.37407908,0.259549,0.2339909,0.22987355,0.4893856,0.32447523,0.4697758,0.3666161,0.653127,0.34513742,0.45313928,0.36765513,0.41272023,0.45243084,0.53867567,0.38316882,0.5064403,0.5039892,0.53148884,0.21678402,0.3186259,0.23623618,0.35423473,0.28329676,0.28976917,0.22752419,0.22922622,0.2546447,0.23530525,0.28445908,0.39734197,0.26775837,0.32463884,0.21945411,0.4057179,0.28532305,0.4278889,0.32868597,0.36128667,0.34549886,0.23218688,0.20308769,0.2728092,0.250327,0.23420557,0.2351849,0.43265092,0.28317308,0.47737932,0.45683694,0.37361386,0.49525666,0.8945502,1.0
0.56249315,0.36397794,0.51202464,0.36734313,0.5266068,0.37856513,0.37092933,0.36308524,0.32370126,0.31188396,0.35663405,0.34100756,0.505992,0.32543296,0.4336342,0.3489059,0.31807473,0.27738863,0.48290345,0.3331151,0.4408504,0.3829516,0.6497282,0.366093,0.4285961,0.38041392,0.42983735,0.4681395,0.505927,0.3907643,0.607134,0.56368303,0.6051332,0.31512687,0.4044967,0.33155397,0.39656898,0.36246958,0.35232422,0.29227674,0.3128625,0.37311563,0.30223387,0.38945624,0.4612216,0.3662009,0.4049898,0.29441532,0.40015396,0.2936744,0.45586672,0.3511726,0.40221298,0.35809916,0.31662837,0.30930567,0.34089816,0.32228446,0.29744992,0.2917585,0.45455724,0.34051666,0.4853829,0.48083553,0.33161253,0.48931926,0.91599315,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15076317,0.0,0.20309931,0.0,0.15933658,0.1655143,0.17626806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10216671,0.02302143,0.20611066,0.0,0.18942505,0.13204966,0.21785001,0.0,0.0,0.33188814,0.0,0.0,0.17478433,0.0,0.068257585,0.0,0.0,0.0,0.0,0.0,0.0,0.071803614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0000001,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,0.99999994,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,0.99999994,0.99999994,1.0
