mfcc_Hindia-Rumah Ke Rumah_0,mfcc_Hindia-Rumah Ke Rumah_1,mfcc_Hindia-Rumah Ke Rumah_2,mfcc_Hindia-Rumah Ke Rumah_3,mfcc_Hindia-Rumah Ke Rumah_4,mfcc_Hindia-Rumah Ke Rumah_5,mfcc_Hindia-Rumah Ke Rumah_6,mfcc_Hindia-Rumah Ke Rumah_7,mfcc_Hindia-Rumah Ke Rumah_8,mfcc_Hindia-Rumah Ke Rumah_9,mfcc_Hindia-Rumah Ke Rumah_10,mfcc_Hindia-Rumah Ke Rumah_11,mfcc_Hindia-Rumah Ke Rumah_12,mfcc_Hindia-Rumah Ke Rumah_13,mfcc_Hindia-Rumah Ke Rumah_14,mfcc_Hindia-Rumah Ke Rumah_15,mfcc_Hindia-Rumah Ke Rumah_16,mfcc_Hindia-Rumah Ke Rumah_17,mfcc_Hindia-Rumah Ke Rumah_18,mfcc_Hindia-Rumah Ke Rumah_19,mfcc_Hindia-Rumah Ke Rumah_20,mfcc_Hindia-Rumah Ke Rumah_21,mfcc_Hindia-Rumah Ke Rumah_22,mfcc_Hindia-Rumah Ke Rumah_23,mfcc_Hindia-Rumah Ke Rumah_24,mfcc_Hindia-Rumah Ke Rumah_25,mfcc_Hindia-Rumah Ke Rumah_26,mfcc_Hindia-Rumah Ke Rumah_27,mfcc_Hindia-Rumah Ke Rumah_28,mfcc_Hindia-Rumah Ke Rumah_29,mfcc_Hindia-Rumah Ke Rumah_30,mfcc_Hindia-Rumah Ke Rumah_31,mfcc_Hindia-Rumah Ke Rumah_32,mfcc_Hindia-Rumah Ke Rumah_33,mfcc_Hindia-Rumah Ke Rumah_34,mfcc_Hindia-Rumah Ke Rumah_35,mfcc_Hindia-Rumah Ke Rumah_36,mfcc_Hindia-Rumah Ke Rumah_37,mfcc_Hindia-Rumah Ke Rumah_38,mfcc_Hindia-Rumah Ke Rumah_39,mfcc_Hindia-Rumah Ke Rumah_40,mfcc_Hindia-Rumah Ke Rumah_41,mfcc_Hindia-Rumah Ke Rumah_42,mfcc_Hindia-Rumah Ke Rumah_43,mfcc_Hindia-Rumah Ke Rumah_44,mfcc_Hindia-Rumah Ke Rumah_45,mfcc_Hindia-Rumah Ke Rumah_46,mfcc_Hindia-Rumah Ke Rumah_47,mfcc_Hindia-Rumah Ke Rumah_48,mfcc_Hindia-Rumah Ke Rumah_49,mfcc_Hindia-Rumah Ke Rumah_50,mfcc_Hindia-Rumah Ke Rumah_51,mfcc_Hindia-Rumah Ke Rumah_52,mfcc_Hindia-Rumah Ke Rumah_53,mfcc_Hindia-Rumah Ke Rumah_54,mfcc_Hindia-Rumah Ke Rumah_55,mfcc_Hindia-Rumah Ke Rumah_56,mfcc_Hindia-Rumah Ke Rumah_57,mfcc_Hindia-Rumah Ke Rumah_58,mfcc_Hindia-Rumah Ke Rumah_59,mfcc_Hindia-Rumah Ke Rumah_60,mfcc_Hindia-Rumah Ke Rumah_61,mfcc_Hindia-Rumah Ke Rumah_62,mfcc_Hindia-Rumah Ke Rumah_63,mfcc_Hindia-Rumah Ke Rumah_64,mfcc_Hindia-Rumah Ke Rumah_65,mfcc_Hindia-Rumah Ke Rumah_66,mfcc_Hindia-Rumah Ke Rumah_67,mfcc_Hindia-Rumah Ke Rumah_68
1.0,0.5987629,0.5402391,0.79669243,0.5043074,0.6873955,0.5379742,0.69431907,0.4732545,0.638538,0.5080488,0.68378913,0.65392727,0.57679516,0.51306486,0.54271656,0.5020592,0.62413263,0.60628664,0.5760079,0.5769324,0.53304845,0.9987326,0.62217534,0.75363904,0.6282213,0.57423794,0.56113213,0.75421816,0.60462123,0.56937176,0.60246587,0.6832465,0.5980287,0.41425106,0.60978657,0.6343654,0.64123666,0.35812634,0.568964,0.5462498,0.49033776,0.58895993,0.5467237,0.5595405,0.62354153,0.7833826,0.8340511,0.792309,0.8813782,0.6235144,0.53453994,0.5093944,0.38378477,0.56063443,0.5614027,0.67947716,0.44297314,0.5100571,0.59375805,0.4103741,0.59426856,0.6693007,0.5916118,0.45186406,0.61731756,0.45080876,0.407643,0.46859398
1.0,0.609542,0.6272595,0.5879248,0.30895618,0.58267146,0.2965703,0.54444224,0.09263461,0.5844475,0.16147518,0.6385443,0.439246,0.47476217,0.20134228,0.55250674,0.37503937,0.47060037,0.5397766,0.56138694,0.57501364,0.400253,0.3471573,0.51327825,0.6433376,0.2993904,0.2576282,0.340405,0.6854396,0.46709627,0.3050928,0.5667825,0.44617832,0.5147287,0.21870661,0.42424914,0.5119402,0.46742216,0.12655073,0.42490324,0.14165157,0.36624128,0.46327156,0.58480865,0.3442235,0.54728204,0.76362574,0.78689414,0.7375496,0.8267628,0.5404309,0.38107753,0.33361095,0.19543752,0.46532872,0.19263929,0.5241009,0.21834551,0.2821832,0.3408611,0.40219858,0.51169586,0.3188148,0.5208136,0.4007546,0.53821987,0.34824568,0.3655986,0.41266575
1.0,0.6548009,0.61213034,0.7052183,0.6259939,0.65737826,0.56910986,0.659554,0.3378003,0.6728554,0.40380168,0.69041145,0.65047723,0.5524341,0.52122104,0.62411284,0.49231365,0.6021836,0.58128464,0.59778416,0.6015782,0.4970907,0.55648494,0.5927172,0.6763882,0.54310024,0.4650584,0.52375877,0.7088869,0.48616675,0.50806797,0.6462717,0.60873777,0.54743975,0.41392252,0.53245425,0.59071857,0.6029981,0.2933633,0.4729662,0.4098304,0.5030487,0.6869572,0.61569464,0.5910534,0.6982237,0.7387753,0.7585595,0.7298692,0.79314744,0.6126104,0.5632725,0.5334481,0.46137214,0.56400514,0.44874978,0.5278429,0.46976107,0.454175,0.57783926,0.38351044,0.59891903,0.5237906,0.60340154,0.51120824,0.6299676,0.4874264,0.46680623,0.45978382
1.0,0.57230985,0.53999716,0.537824,0.35639232,0.5712977,0.32304272,0.53089327,0.1563229,0.5606224,0.19246337,0.6051674,0.5007008,0.42999917,0.32670406,0.5315958,0.3948854,0.5181668,0.56498915,0.54568046,0.5407957,0.39259207,0.34515488,0.5546212,0.64641476,0.2900063,0.24170595,0.3752884,0.6387597,0.43259248,0.38308588,0.56156397,0.48668274,0.4424631,0.19049671,0.4464656,0.50527495,0.47775996,0.13921481,0.39005163,0.14355259,0.36566532,0.4628266,0.5328435,0.37237403,0.601048,0.7144452,0.7486703,0.7429043,0.7786519,0.49633983,0.38979718,0.34313485,0.25019008,0.41767314,0.17095967,0.38226157,0.18337168,0.2633187,0.33089375,0.35929242,0.49031174,0.29405698,0.5248361,0.3436051,0.4766876,0.2942765,0.33129978,0.39220834
1.0,0.5762203,0.53124577,0.5598627,0.34582147,0.55279255,0.289371,0.5476263,0.21478263,0.53545344,0.32662797,0.5377029,0.46780896,0.3579667,0.21063083,0.46612433,0.33285534,0.49802592,0.46883416,0.49648705,0.5316817,0.35612416,0.46840727,0.50219125,0.6328854,0.42060667,0.3348681,0.35188034,0.59175384,0.4290507,0.31987202,0.46884292,0.4928701,0.41969374,0.23739393,0.3651132,0.4698762,0.4275021,0.16852738,0.34268698,0.25403732,0.31913877,0.34580946,0.5247876,0.33002546,0.45507467,0.7264402,0.75382787,0.7535396,0.7749096,0.544148,0.4280152,0.34927133,0.27008256,0.45645574,0.3370537,0.42533645,0.25539023,0.3289581,0.4634207,0.3669468,0.5277645,0.40885094,0.5504538,0.41949284,0.5358345,0.42307228,0.37093896,0.36792272
1.0,0.5469902,0.5537582,0.61611795,0.5449188,0.6077639,0.51791275,0.60326374,0.27376103,0.5323728,0.27901924,0.6075084,0.5298468,0.4894081,0.38957572,0.5451898,0.46254075,0.479653,0.55278873,0.5404993,0.59625304,0.4733862,0.5018881,0.5071784,0.6343405,0.3176224,0.37832248,0.46922022,0.64971757,0.48891446,0.48664978,0.53664565,0.463306,0.5560494,0.38327566,0.48542947,0.5500588,0.5123398,0.17931738,0.42626774,0.1492666,0.4695871,0.5605777,0.5790058,0.5004222,0.59702796,0.75071305,0.76453763,0.75708735,0.7747218,0.493529,0.4192271,0.44540352,0.3323688,0.41089284,0.23743773,0.38453823,0.25765902,0.28431225,0.36054748,0.32613748,0.51545846,0.313111,0.538955,0.35581213,0.5190791,0.36370525,0.39480746,0.37830815
1.0,0.57993704,0.5474447,0.60005116,0.32080716,0.5470137,0.3124646,0.5361865,0.22070666,0.5068839,0.30611137,0.623375,0.48755893,0.4372097,0.30670673,0.48480973,0.40126196,0.51414883,0.5081226,0.52141386,0.5652806,0.3850146,0.37419498,0.51078904,0.6264775,0.3660782,0.31286687,0.36650974,0.6545211,0.4107947,0.39637473,0.51900256,0.4836584,0.4885833,0.24780597,0.40321815,0.50127554,0.46080148,0.20176184,0.41262147,0.23361146,0.406284,0.42755175,0.5266745,0.32392895,0.5875302,0.7470143,0.7596236,0.7531438,0.77532023,0.52255714,0.43422106,0.36769736,0.30363232,0.44829926,0.29789516,0.43092123,0.32062423,0.35118347,0.45512265,0.29200324,0.4805329,0.37888405,0.4894354,0.34933487,0.5143355,0.3343229,0.319563,0.36266688
1.0,0.6179528,0.57748467,0.60585344,0.35068378,0.5763066,0.3024909,0.5882452,0.20051147,0.53468347,0.2849682,0.61631536,0.47385997,0.45885712,0.2900394,0.5138681,0.40579003,0.51866204,0.48440477,0.5140717,0.5625027,0.4067979,0.46099973,0.5221264,0.6492774,0.40787482,0.37209105,0.3811427,0.6413021,0.4319189,0.382936,0.53531915,0.49668688,0.47381267,0.31109214,0.4078577,0.5314541,0.52297634,0.25002414,0.42046663,0.25354022,0.41720405,0.43783775,0.5463739,0.4067659,0.5547003,0.7315669,0.7469496,0.746115,0.7765549,0.5606469,0.4526649,0.40509567,0.27411568,0.49331644,0.26996884,0.47521603,0.28303233,0.34210578,0.41847256,0.3597359,0.52689534,0.3942904,0.5278299,0.40223515,0.54700786,0.35957986,0.38954416,0.41295746
1.0,0.601259,0.57424426,0.5692945,0.40068394,0.58887696,0.39977625,0.54472303,0.25875852,0.5438686,0.26370406,0.6347274,0.48074818,0.5019336,0.36340672,0.5509018,0.4076388,0.5082332,0.5117271,0.52472913,0.5617691,0.420278,0.43990615,0.50050294,0.6201141,0.39989153,0.3359572,0.38032436,0.6452153,0.45041907,0.42217678,0.54750913,0.46598017,0.49141514,0.36970785,0.41289312,0.4954669,0.51011544,0.23182791,0.44253102,0.24046671,0.41883558,0.515688,0.57412827,0.4024883,0.5622408,0.73415583,0.7473233,0.74216086,0.7778985,0.53922784,0.475728,0.3989542,0.26586577,0.44812623,0.28928334,0.4251148,0.2978441,0.33428,0.4537055,0.3431413,0.48349053,0.37207142,0.5102745,0.39013734,0.518418,0.35380456,0.34299824,0.38878497
1.0,0.5888733,0.5390258,0.57839906,0.30831712,0.56291234,0.29691088,0.4999451,0.20132847,0.55054796,0.20770657,0.61014503,0.56257224,0.4472722,0.26363927,0.50972766,0.36399817,0.5223355,0.48521698,0.53436226,0.5453115,0.37697056,0.43049365,0.5018631,0.6205486,0.3828942,0.27335393,0.33764008,0.62171406,0.41366595,0.37385356,0.5336274,0.46793526,0.4505365,0.2830298,0.41528726,0.49681783,0.50858176,0.19723299,0.44066572,0.20664808,0.38315386,0.47713763,0.5215595,0.36861795,0.5652494,0.73941094,0.7485543,0.7381597,0.7780004,0.5587617,0.4515579,0.34301442,0.21852055,0.4567519,0.25418702,0.44809684,0.2614914,0.28503248,0.41423556,0.3599595,0.4977793,0.3913423,0.5084475,0.4015606,0.5245494,0.37508374,0.3590004,0.40937653
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074689806,0.0,0.023213431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097332776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0000001,0.99999994,1.0,1.0,1.0,1.0,0.9999999,1.0,0.99999994,1.0,1.0,1.0,1.0,0.99999994,1.0000001,0.99022114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,0.9999999,0.99999994,1.0,0.99999994,1.0,1.0,0.99999994,1.0,1.0,0.9999999,0.99999994,1.0,1.0
1.0,0.47526115,0.5292022,0.46218383,0.29985178,0.43358496,0.19679096,0.37967074,0.0,0.35996026,0.0,0.6711797,0.5030655,0.47109205,0.02639164,0.48065472,0.2373401,0.34959802,0.43676805,0.5473886,0.6015262,0.29628432,0.0896548,0.5019098,0.561883,0.13039353,0.13636991,0.14879276,0.70355874,0.2828837,0.26204878,0.3700822,0.3813746,0.42365006,0.1868597,0.23262042,0.47918627,0.38306886,0.042616323,0.34057513,0.0022432208,0.41166905,0.3136815,0.5978011,0.2055509,0.61670524,0.8570787,0.90393406,0.8887218,0.9433298,0.5162378,0.4186367,0.26658684,0.14383304,0.35908103,0.0,0.35052213,0.24744469,0.21347108,0.12388167,0.1102965,0.33187556,0.2245199,0.5596833,0.31205934,0.50245684,0.2856148,0.24600291,0.33240026
1.0,0.5306596,0.5345223,0.77768624,0.5094497,0.6855438,0.5226263,0.6808069,0.46188444,0.64146113,0.49129266,0.7012799,0.6620779,0.5950287,0.50744647,0.5398304,0.46905893,0.64255536,0.58881193,0.56818527,0.56469953,0.5325735,1.0,0.60991293,0.7593407,0.6707023,0.58304274,0.49032426,0.7311044,0.5708101,0.57367444,0.57815105,0.7033985,0.60267603,0.44769222,0.6025256,0.65665424,0.67461264,0.342488,0.565603,0.5136881,0.5085409,0.61211574,0.5691479,0.53196615,0.6171833,0.7815044,0.830274,0.7879324,0.87659055,0.631769,0.56227946,0.51775587,0.38989377,0.54867023,0.55655557,0.69769204,0.46456343,0.52216697,0.5258393,0.40297392,0.51420635,0.63321424,0.5994114,0.4594308,0.6164695,0.45911446,0.40421963,0.49853557
1.0,0.56181014,0.6200872,0.5464095,0.32871184,0.5681834,0.28838223,0.4480753,0.08504701,0.5329763,0.13392848,0.6434815,0.45884147,0.51569366,0.21205819,0.5368806,0.32316893,0.5126961,0.5301459,0.5604255,0.5739635,0.39028174,0.3303679,0.56549317,0.6577788,0.35855988,0.27758843,0.25589672,0.6702963,0.4256579,0.31119353,0.48447403,0.4821871,0.50542617,0.25004265,0.40081358,0.5123863,0.42669407,0.105380595,0.43764415,0.12450434,0.41615897,0.47934908,0.5896986,0.3356251,0.5513127,0.7656905,0.7832817,0.7361969,0.82276416,0.53326035,0.40778387,0.3381445,0.23008513,0.4803188,0.1740757,0.541437,0.2703021,0.29300705,0.22261234,0.4070885,0.37458327,0.34512758,0.53167456,0.4035145,0.53618646,0.34186673,0.35717332,0.46563646
1.0,0.59507185,0.6070411,0.6866574,0.6122849,0.6678293,0.5222604,0.64725804,0.33477122,0.69754994,0.39298767,0.6951946,0.65902346,0.5760165,0.5247542,0.6168633,0.45807925,0.6152687,0.5800729,0.5857085,0.60580784,0.49191284,0.5140166,0.60080093,0.6705577,0.5742717,0.46553534,0.4832859,0.70671046,0.48257238,0.5097983,0.63342017,0.61721045,0.53614575,0.42709813,0.53636664,0.5983851,0.58336693,0.28702033,0.47943565,0.37151587,0.5209098,0.6887514,0.62552696,0.5424256,0.69553363,0.7366933,0.75665414,0.72985786,0.7919898,0.61074567,0.5780402,0.5335826,0.47467718,0.5572324,0.43549013,0.53815126,0.49976563,0.4532106,0.5177654,0.3759479,0.5314482,0.5303917,0.60310763,0.5218162,0.62982345,0.485748,0.47672725,0.47183424
1.0,0.49240518,0.5443321,0.53478575,0.36123845,0.54455864,0.33620626,0.4907798,0.16334428,0.5344261,0.17659415,0.610032,0.5124913,0.4560415,0.31909412,0.53509593,0.36049807,0.5183511,0.5547801,0.54301876,0.5502499,0.41720656,0.34392875,0.5643233,0.6446099,0.37301937,0.25425667,0.2833611,0.6437137,0.43041444,0.3634254,0.5183294,0.50985116,0.45303822,0.20724125,0.43986318,0.5185688,0.4797289,0.13539703,0.40558547,0.11990538,0.42121875,0.47362307,0.54579103,0.34845966,0.59896475,0.705077,0.7472199,0.7425613,0.78077245,0.5023778,0.4041306,0.36644408,0.25763115,0.4153338,0.19079101,0.40870455,0.21757323,0.2734817,0.22847159,0.34538805,0.34989285,0.3539132,0.53471154,0.34271166,0.49819598,0.29339847,0.32808736,0.4479496
1.0,0.52927387,0.53994006,0.54426396,0.34645888,0.53249377,0.2858791,0.5385214,0.21847284,0.54976505,0.28688323,0.5511644,0.48001298,0.38331568,0.22500542,0.4650293,0.3112194,0.49712843,0.46573552,0.49920186,0.525149,0.3619413,0.4808469,0.5158909,0.6316752,0.47652084,0.36005512,0.27954805,0.59271425,0.40182483,0.30513367,0.44311982,0.49895823,0.42653406,0.25242484,0.37542108,0.46836078,0.4262061,0.17184985,0.346267,0.22182196,0.35148096,0.34692883,0.53099334,0.33261752,0.46070492,0.7185955,0.75318086,0.7513746,0.7794904,0.5347902,0.4503162,0.38203642,0.29065007,0.47882265,0.34340355,0.43210548,0.28849012,0.3456225,0.39753804,0.34929925,0.4601961,0.4328526,0.55174345,0.40689626,0.5369992,0.40752986,0.3632858,0.42102948
1.0,0.5118596,0.54908365,0.60883856,0.5523015,0.5785304,0.4906953,0.5827688,0.28467625,0.5328537,0.23873731,0.62305176,0.5425972,0.5119763,0.3723405,0.5491909,0.41346866,0.48982453,0.5455892,0.53880656,0.5834009,0.50123835,0.5083372,0.5336391,0.6377881,0.34096706,0.3970602,0.4038898,0.64252895,0.47154513,0.46125287,0.51320505,0.48550287,0.54058033,0.3827218,0.5074237,0.5577147,0.4911791,0.1807267,0.4419041,0.13802627,0.4995715,0.54838175,0.5909785,0.48733544,0.5949797,0.75068647,0.76382655,0.75136465,0.780226,0.49748752,0.4333345,0.45513093,0.36465096,0.41624966,0.22668949,0.40595493,0.31710026,0.31104866,0.24006781,0.31456888,0.38699153,0.3432042,0.5265746,0.35851106,0.51752216,0.36433327,0.40069824,0.42648444
1.0,0.5224076,0.5469183,0.58041674,0.34216502,0.53933376,0.30280286,0.4778292,0.23225486,0.47697708,0.28205368,0.63052607,0.50358534,0.4727485,0.2829492,0.4928015,0.36174193,0.518031,0.5047772,0.52538973,0.5702444,0.39136085,0.3776733,0.5350342,0.6192626,0.38817412,0.33262497,0.2884409,0.6451495,0.40004557,0.38859692,0.48453608,0.5049151,0.4889844,0.2384679,0.4009303,0.5197857,0.44022763,0.16760312,0.43624234,0.23343349,0.43599138,0.43381253,0.54547256,0.330202,0.5818182,0.74841344,0.7615103,0.74588066,0.7795452,0.52583903,0.45056778,0.396981,0.3052051,0.45373806,0.2951478,0.4516408,0.36065438,0.35939682,0.344547,0.28114608,0.4100518,0.39348102,0.49356732,0.33111942,0.51862174,0.34840217,0.33323416,0.40507817
1.0,0.55878145,0.58400583,0.57686424,0.38085034,0.5606323,0.30254042,0.5450191,0.22363465,0.5129712,0.2681589,0.6197756,0.49323732,0.4929231,0.27516395,0.5159039,0.33829868,0.54562044,0.4890792,0.520629,0.56398165,0.3965017,0.4710086,0.5370937,0.650517,0.4475667,0.39040226,0.31287593,0.64215946,0.40096337,0.38326952,0.5161856,0.5081809,0.47884196,0.308465,0.39151263,0.5335506,0.49615097,0.21981758,0.4436411,0.24383989,0.43458626,0.45934665,0.55987203,0.39576417,0.55530864,0.7278203,0.74412215,0.73932725,0.77700746,0.57487357,0.45539194,0.4163092,0.28510773,0.5126963,0.27321786,0.50042564,0.31246036,0.3444369,0.29303268,0.35787475,0.4181122,0.42398337,0.53830427,0.40905133,0.5492353,0.38060167,0.40114605,0.43724185
1.0,0.5374322,0.5722851,0.54427755,0.43418872,0.55033946,0.38112798,0.5042958,0.29373398,0.5219486,0.22186549,0.63557035,0.5039416,0.5379861,0.32813066,0.5628006,0.3690042,0.52088743,0.5015322,0.5250293,0.5573509,0.4255359,0.43328935,0.5097924,0.6285296,0.43772906,0.34965327,0.31101185,0.64276624,0.42860475,0.40097693,0.5122982,0.50076705,0.4995828,0.3802107,0.40784413,0.5151741,0.49088928,0.21851435,0.44334066,0.23314281,0.4509876,0.5210343,0.5766256,0.37405425,0.56459177,0.72984797,0.7463767,0.7359897,0.7732184,0.55483246,0.48032567,0.39527124,0.27263916,0.46689332,0.28186977,0.42180634,0.33394587,0.35441208,0.32918072,0.3311279,0.3878458,0.39287812,0.5293469,0.39761257,0.52730775,0.3525374,0.33753756,0.4251432
1.0,0.5363125,0.5340299,0.5541573,0.3194397,0.5445551,0.2893601,0.45520523,0.2043229,0.53665775,0.18753327,0.60420674,0.568727,0.48470056,0.22625567,0.5140279,0.31795737,0.52508825,0.47465745,0.5199113,0.5480007,0.39355433,0.4039049,0.5154483,0.630509,0.44151846,0.29897726,0.24952187,0.61039823,0.39739117,0.35593075,0.49813792,0.47163478,0.4618439,0.28745335,0.40725437,0.5090628,0.5001435,0.18021283,0.42203742,0.18593116,0.39334595,0.49134135,0.52523583,0.32886282,0.56328934,0.74033844,0.7486284,0.7338387,0.7694314,0.54803777,0.46288052,0.36544967,0.24995758,0.47731066,0.24958825,0.44428506,0.28756562,0.32231772,0.3372296,0.33904806,0.39682594,0.41387856,0.51363975,0.41406834,0.5343554,0.37528884,0.3628471,0.43097207
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028784662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063690946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.44961146,0.5393621,0.34363094,0.30410472,0.4326068,0.20588621,0.28350765,0.0,0.31900764,0.0151672065,0.6602888,0.51001775,0.46819827,0.084931076,0.48525167,0.21749252,0.36674052,0.29613602,0.5538635,0.57798177,0.3733402,0.1165674,0.5304583,0.57684624,0.16692802,0.17443621,0.14694855,0.70619196,0.36770236,0.26043987,0.21875927,0.41783154,0.40713227,0.18166418,0.23476289,0.47391105,0.36211342,0.04677032,0.32958525,0.0145389885,0.44204873,0.32212704,0.6067836,0.22413892,0.61390096,0.86394536,0.90435195,0.89426863,0.94135237,0.50328946,0.42263463,0.3189886,0.15197186,0.36468893,0.0,0.3654381,0.26325256,0.1987972,0.16171129,0.11023705,0.050786063,0.3029781,0.4793291,0.32685795,0.4968826,0.3002556,0.24432847,0.34759113
1.0,0.5074456,0.55172044,0.6082946,0.5117262,0.66974294,0.5008978,0.6602725,0.43515986,0.65985185,0.48573256,0.7302502,0.650783,0.58778214,0.53672075,0.5518493,0.4626411,0.62746906,0.5524472,0.587018,0.5619563,0.55167556,0.99534166,0.6002901,0.7529645,0.68317306,0.60227954,0.4909703,0.7156276,0.5734563,0.58682674,0.49874175,0.7132747,0.61170936,0.45464748,0.57570624,0.6914479,0.6768107,0.33964273,0.5554044,0.5035527,0.5298102,0.6155267,0.59416664,0.5175799,0.617075,0.79081154,0.8281239,0.7947672,0.87356925,0.6370746,0.58477575,0.5455065,0.38718545,0.5546334,0.53662384,0.6923293,0.4907658,0.5230557,0.48871768,0.4125587,0.39098316,0.6118386,0.6439241,0.47953808,0.63618165,0.45707253,0.4100308,0.49812582
1.0,0.54081166,0.62426156,0.44632542,0.33888745,0.55299914,0.27490196,0.38456798,0.0741673,0.50646585,0.11942805,0.63595134,0.4808953,0.49378276,0.26331475,0.53674114,0.2864834,0.502645,0.42562252,0.55452275,0.56232625,0.42899674,0.34703737,0.5995259,0.6601478,0.37440464,0.33017096,0.26594967,0.67070353,0.45280147,0.3315359,0.31204674,0.52361006,0.50751096,0.23030375,0.40483385,0.5123031,0.4077566,0.12863564,0.42201215,0.13894477,0.44514862,0.479839,0.60144645,0.33943927,0.56810176,0.7701354,0.78245914,0.7428178,0.82118416,0.536049,0.40785074,0.36316174,0.25246432,0.48391485,0.15553345,0.5381833,0.26890096,0.2785861,0.2725851,0.41812828,0.1642788,0.40654266,0.53235114,0.4125875,0.54093117,0.33481365,0.3927093,0.4537683
1.0,0.5713371,0.6100829,0.5726801,0.60798764,0.6828572,0.49461734,0.6585338,0.3155643,0.7255743,0.37634873,0.70639515,0.6618454,0.57351553,0.5042685,0.6080149,0.44955397,0.59777635,0.4944393,0.5945632,0.59103036,0.51782763,0.5074863,0.61837447,0.65829694,0.57807744,0.4916836,0.4652731,0.71152437,0.56134534,0.52341056,0.5040461,0.6408944,0.5386114,0.41579166,0.5404378,0.60961354,0.56145406,0.2930417,0.46786988,0.39521194,0.5378,0.68970066,0.62741864,0.51242566,0.6953093,0.735226,0.75880617,0.73471147,0.79414505,0.6108546,0.5630988,0.5176092,0.4711302,0.56181896,0.43070185,0.53706485,0.4694776,0.44654137,0.51337314,0.3664213,0.43074557,0.562719,0.58037835,0.5340744,0.62795883,0.48641315,0.4934815,0.46365604
1.0,0.47310665,0.5512816,0.4426582,0.36596656,0.5329273,0.33179855,0.45435655,0.14662343,0.53504145,0.17945403,0.6247182,0.51099986,0.46176907,0.2963725,0.5412203,0.335095,0.5008686,0.4295314,0.5549577,0.5479568,0.45734823,0.38737082,0.57594407,0.65677595,0.40632167,0.31652725,0.29444462,0.646107,0.5253671,0.36790374,0.39763987,0.53445274,0.4540876,0.21747942,0.44545215,0.5351648,0.47404683,0.14690626,0.38632917,0.13800514,0.44970226,0.47468063,0.56330377,0.33591527,0.5968172,0.7021708,0.7492783,0.74536943,0.7869793,0.5064482,0.410544,0.37819272,0.23181474,0.43736246,0.17861973,0.42513275,0.2065095,0.25110123,0.28365764,0.34595156,0.12404957,0.40389097,0.47949052,0.3403881,0.51239234,0.30082986,0.33682734,0.4410731
1.0,0.5143712,0.5354839,0.42549708,0.35001937,0.4836564,0.27539858,0.5407052,0.18510988,0.56291777,0.25788873,0.5474534,0.49077237,0.3802777,0.25517935,0.46830812,0.29586554,0.48561552,0.43744287,0.50258046,0.53474,0.40428963,0.5221435,0.5309594,0.63730055,0.47533202,0.3905151,0.26233906,0.5985904,0.3995667,0.32835376,0.37397432,0.5084183,0.4234554,0.27034834,0.36264676,0.46312773,0.43212652,0.1972601,0.32725078,0.2299293,0.38806725,0.36999184,0.54376656,0.3497289,0.47013354,0.7182412,0.7571777,0.7542383,0.787758,0.5332606,0.4637689,0.41426784,0.30659434,0.49554077,0.31920874,0.45028955,0.30205208,0.32623,0.42033565,0.35860014,0.32056454,0.43412003,0.555619,0.4098723,0.5525223,0.40629882,0.37004912,0.4227111
